"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"1",0,0,0,0.00779600313160519,0.0159035653342474,0.013193313990994,0.000868345726560055,0,-0.00158868521289536,0,0.013895563921965,0.0124614436427899,0.0233674912868726,0.00583974160591895,-0.00622439949478427,0.000599154746128005,0,0,0.00110045380644639,-0.00349684927056138,0,0.00378625840869246,0,0.00266332845396437,0.0212090004778196
"2",0.006574413614114,0,0.00308353036614777,0.139386513656595,0.0761786539771928,0.00268259951579114,0.0360286620312578,0.000815748782747633,0,0,0.008060261985485,0.0191522784102337,0,0,0,0.00214626720249189,0.00435614838357407,0.00229240164340827,0.0061389492035176,0.00936614273020261,0.0178902208027006,0.0017672022685508,0.0153783934502652,0,0.00704228023809059
"3",0.000286761715511276,0,0,0.0325637249933232,0.156310510947199,0.00906790958753801,0.00817631402168277,0.0589847716564895,0,0,0.0178835190377482,0.0229142725315046,0.00469441518875085,0.0179086694569273,0,0.0123082284311433,0,0.0031697018978761,0.00111454416423072,0,0,0.000518646984481886,-1.50704035411107e-05,0.00699564861629256,0.000421869744163639
"4",0.00187923895514029,0.232249185369298,1.92747052886312e-19,0,0.000366887720150085,0.0326702797650289,0.0469064754290119,0,0,0,0.0573307802415784,0.0610271559433799,0,0,0,0.00906690869484467,0.0115518171735756,0,0.00298875507089769,-0.00104642601087924,0,0,-0.00198639467066779,-0.00285414605858378,-0.0108393374351514
"5",0.00877389301823678,0.114170577748339,0.31742200213464,0.000694968374942594,0,0,0.0262475985447527,0.0243589134773478,0.00518941557664266,0,0.000783455317254828,0,0.00712467715726628,0,0.000660990866689211,0.000679062452996067,0.00664466722679689,0.00564146292600417,0,-0.00026569045567568,0.0183065979852605,0,0,-0.016036727561866,0.000720654771186428
"6",0.0132481399710834,-0.0140726507000352,-0.018367622077183,0.0560353537982635,0.00623109258348361,0,0.0284043652629481,0,-0.0128902818538409,0.00599992346002183,0.0158393924712771,0.00854847957759822,0.00718824182195133,0.00515213999776023,-0.0123265424414318,0,0,2.4093381610789e-20,0,0,-0.00333807674169236,0,0.00678852084181701,0.00108057381646935,0
"7",0,0,0.00830800040960545,0.000945398853931189,0.0198304254465958,0.0199765690892327,0,0,0,0,0.0471003654220803,0.0784542003854381,0.0494181421967111,0,0,0.00888357542387519,0,0.0121928226129442,0.000571097583183983,0,0,0,0.00278924046637988,0,-0.00786840618812642
"8",0,0,0.0102842350493026,0.00143193706841694,0.0918512673072928,0,0,0,0,0,0.0160052015655353,0,0.00848852135734083,0,0,0,0.00432620886862492,0.0138451236371282,0,-0.00382517950130166,0,0,0.00322385544257372,0,0.00422728191778381
"9",0,0.00866861880669494,0,0,0.00152637251941987,0.00233614691430868,0,0.0056278577731984,0,0,-0.0010705333589573,0,0,0.00259735822796438,0,0,0.0287607011035923,0.0608710066292925,0.0197010876596797,0.0963450491004752,0.0169627335985084,0.00977196368868911,0,0.00388205159436099,0
"10",0,0,0,0.0249524924413778,0.0164103731709396,0.00738019563450828,0,1.20466908053945e-20,0,0,0.00605843277416692,0.00418102230184066,0.00635130126006811,0.00560140785481076,0.0106004436064719,0.0123462375749166,0.00840133450999169,0.000884291504961106,0.0170488142591873,0.00949810930166092,0,0,0,0,0.00289388664154262
"11",0,0,0.00614353793971017,0.0423081376062537,0,0.0117919651320719,0.0809170121312842,0.0331696126882923,0,0,0,0.114934158682999,0.0225100090622268,-0.00228587613879631,0,0.00420225346365506,0,0,0,0.00443884339990713,0,0,0,0,0
"12",0,0,0,0.0164059764060757,0.0114345442562635,0.00788102652708174,0.161188645255634,-0.00230809052426991,0.00328569105933729,0,0.105790407095019,0,0.00606350462018,0.0174980113530651,0,-0.000632062020696667,0,0,0.0042285833396534,0.00289687994762985,0.0236965315590261,0.00533569839135228,0.00513156547944687,0.0113578892987142,0.0046675049267878
"13",0.00974234858329292,0.00221018415440446,0,0,0.0106076207124021,0,0.0932718837651645,0.0530149388260813,0,0,0.0123572758379687,0.00447389219830733,0,0,0.0160507608320584,0.00661985496138499,0,0.0020957633338061,0.00380379863018091,0,0.0253166009702238,0.00202445822895867,0.00825061779972219,0.00193342545854281,0
"14",0.0019490373778175,0,0,0.00792291648319733,0.00465258379078586,0.0138471229406788,0.0265103080008256,0.00574625489603133,-0.00314920731839569,0,0.00595244806825406,0.0145420827854879,0.00262563151542288,0,0,0,0,0.0078526103450445,0,-0.00706675328871428,0.0303360441430874,0.0234804697157014,0.0146504533815154,0.00568880818854409,0
"15",0.00265991950209331,0,0,0.0257572366684927,0.0205743218198523,0,0.0138629526460739,0,0,0,-0.000188852704168368,-0.00427500437179844,0,0.00243276858074727,0,0,0,-0.000472721333693398,0,0.00957650177594489,0.0111024606038374,0.00822777151626967,0.0372139118598137,0.0348524607267262,0
"16",0,0,0,0.00173132328020546,0,0.00707164613239272,0.020251661195766,0,0,0,0.0373107732296698,0,0.00336963536058819,0,0.0127430506057479,0,0,-0.000917599048537117,0,0.00185893226948652,0.0107048132587712,0.00456052930921112,0.0120140698704399,0.0159292658153325,-0.000359127784355096
"17",0,0.00015725184353037,0,0.00520579378355439,0.00753416093834826,0,0,0.0213243999107575,0.0090005320837355,0.0351465041039602,-0.00602965427226958,0.00954331159842203,0,0,0,0.00930749361144889,0,-0.00447927393125714,0,0,7.21681159415522e-05,0,0.00959692401527151,-0.00652005877442921,-0.00254978033600072
"18",0,0,0,0,-0.00232236026743064,0.000777546161789922,0.00372358926864606,0.00378981934288678,0.00550792427867121,0,0.00356870614730171,0,0.00133688131542504,0,0,0,0.00784312364069664,0,0,-7.7098821154525e-19,0,0,0.0241399493233696,9.23539669165783e-05,-0.00246500311878369
"19",0,0,0,0,0.00133916462809718,0,0.00466696082681437,0.00468473796330912,0.0213924567523645,0.0254007055309638,0,0.0069322182256085,0,0,0,0.00404353197039001,0.0112288101771706,0,0,0,0,0,0.00465450172259063,-0.00360242814475369,-0.0096355028738095
"20",0.00687643443137189,0.020403379281629,0,-0.00624767184346002,0,0,0.006148578824346,0,0.0418428632512013,0.0129332222356391,0.0193577965290327,0,0,0,0,0,0.00779661517377956,0,0,0,0,0,-0.0127409631146686,-0.00677260744713911,0.00242470974621889
"21",0.0129781463451697,0.0054689247407833,0,-0.00806721268283711,0.0100380988475067,0,0.0108426372940196,0.000988295150277994,0.00463819384997232,0,0.0108219633386602,0.011286253305682,0.0255430938056193,0.0441102123546664,0.00756368635050278,0.0173021876260271,0,0.0011263078923595,0,0,0,0,0.0204313689401703,0.0165563056939927,0.0123319543844993
"22",0,0,0,0.00510028069772818,0.0119329555773852,0,0.00164785488175374,0.00186947595017672,0.0185057439939581,0,0.00107681024587563,0,-4.8186763221578e-20,0.0346490033268867,0.0136566435823881,0.005286974212238,0.0139322394863713,0,0.00899829072501032,0,0,0,-0.00671310820720017,0.0168992447935817,0
"23",0,0.00247060189127687,0,-0.00682794132570105,0.0018610549701492,0,0.00684032046408789,0.00408577518898343,0,0,-0.00716334407233284,-0.0130978405980044,0,0.00451321657927332,0.0165231174705061,-0.00478747756520789,0,0.0207391216025122,0.00184764853613376,-0.000544555353527211,0.00583684927533567,0,0,0.000549091995117574,0.00471566448596229
"24",0.00653184590893217,0,0,0.0166297158863823,0.012593492303898,0.0239058495875504,0.0354141447746877,9.63735264431561e-20,0,0,0.000773176601526467,0.00530522320203034,0.000478816383308908,0.00287098256194384,0.0296314935916938,0.0164140692260023,0,0,0,0,0.00590283015475718,0,0,0,-0.0152309492474591
"25",0.0284980029846265,-0.00283537108021846,-0.000390256298501137,0.00190832436084272,0,0,0.00847926194020558,0.00566141795306746,0.000343624886848141,-0.0176955184797597,0.00706004528326428,0.00896617825340567,0.00775874126174233,0,0,0.0149788720386921,0,0,0,0,0.00454615154223171,0.00457593483579946,0.00602437101054049,-0.000725177515292211,0
