"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"11",0.00654954263399718,0,0.0136557366812402,0.0176361966441517,0,0,0.00762525718996044,0.000626256829831141,0.00410208659740863,0.000624633276377629,0,0.00411258864236759,0.00147417691048986,0.00337953682358135,0.00587306485836873,0.0257986755803541,0,0,0.00705414442186353,0.00375560865108979,0.0131514440562127,0,0.0629288063540975,0.0624445615994512,0
"12",0,0,0.0123017689539986,0.0146541961878537,0.0162735355130796,0.00392713788023012,0.0170021026097747,0.005229680398194,0.000223771323763071,0.00212934497532733,-0.00170330378446326,0,0,0.00654899083473582,0.00222739465367565,0.00819874810272941,0,0.0185845044332591,0,0,0.000404126419766201,0,0,0.0421381223315421,0.0193359676157503
"13",0,0,0.0139834010779692,0.0023418990216185,0.00925339659540424,0.036542530693805,0.0295401106399898,0.0308534143949609,0.00300958685748891,0,-0.00304710681426547,0.0293765526174753,0,0,-2.04085114820801e-18,0.0692614057938713,0.000441828364219241,0.00553323937165391,0.00922713519361666,0.0163944748689069,0,0.00281921604600712,0.00134226001754502,0,0.00414946053444609
"14",0,0,0.00404150706424821,0.022107159521102,0,0.056051172697092,0.00818583638120777,0.00823541272623809,0.00182486816077543,0.00472607206129725,0.0536831874134473,0,0.00351922601011276,0,0.0325797663360987,0.004426105041291,0.0109572788004813,0.0119440935041535,-0.00237170507693108,-0.00798051371607147,0.00890053846720247,0,0,-0.0152153914643011,0.0414727749015677
"15",0,0.00544690658795004,0,0,0,0.0334632352261191,0.0272338634234296,0.023446663514406,0.0424496405999096,0.00627190308667771,0,0.0120832218426422,0.00540812217767766,-0.00293115016720447,0,0.0190024512468717,0,0.00714026856501313,0.00267496068834496,0.0436342053716436,0.019290996616731,0.00518359512155756,0.0236599077903512,0.00803888520141895,0.00698583614768648
"16",0,0,0,0,0,0.0213600910080896,0,0,0.0250152710907539,0.0273136912571146,0.0356681086112326,0.0116407647705428,0.0178129508976643,-0.00108893295826093,0.100639255561608,0,0.0056734432953262,0,0,-0.0212211571425821,0.00304780272963773,0.0135756367774499,0.00222138343109133,0,0.00364743773571624
"17",0.00454735921531588,0.0150947106407567,0,0,0,0.0373888143932707,0.009233113696492,0,0,0.0122803178335045,0,0.00985403593274154,0.0130677018872379,0.0073121601038334,0.00957063942837518,0.0126871613367365,0,0.00121133601664051,0.0152541125101111,0.00155848201610011,0.0284131705453724,0.0415016736043755,0,0.00535945049542829,-8.16340459283206e-19
"18",0,0.0194193214621905,0.014903126502324,0,0.0151991372231936,0.00662646119663385,0.00200287733974144,0.0115683945141625,0.0127874508141597,0.00181985352350056,0,0.0422439007829671,5.10212787052002e-20,-0.0127729648875953,0.00599697478844612,0.00267962911263649,1.02042557410401e-19,0,0,0.00760637486421694,0.0169750015084865,0.00116128048046191,0.0109547551868609,0.00658161146983359,0.00143488729505671
"19",0,0,0.00582108071055552,0.0176285103402244,0.0130451764677649,0,4.08170229641602e-19,0.0156178698538443,0.00790820178109003,0,0.00384949330539052,0,0.0420533951106503,0,0.00350622633197346,0,0.00479153008408052,0.00285493378808544,0,-0.00800684136385965,0.0131734690978343,0.0125196465908718,0,0,0
"20",0,0,0.000806268060268271,0.0184260222386909,0.0173733235658949,0,0.00193100617015304,0.00759833206522216,0.0705330909811426,0,0,0.00143050140147107,0.00414404888446382,0,0.0591191685306373,0.00237805194456516,0,0.0239668753576464,0.00837556356336206,0,0.000448370039084293,0,0,0,0.0164814555947418
"21",0,0,0,0,0.00257798084677037,0.0158557478587445,0.00768237526043089,0.0134474675311687,0.0275483243229019,0.0459518923472916,0.0140449936087036,0,0,0.0191045666579328,0.0630631740749635,0.0185471918181856,0.0141088113078132,0.00611175624616969,0.00126076816844915,-0.00163145534127154,0,0.000185704853922246,0.010540817865526,0,0.0164961548958814
"22",0,0.000642616649622565,0.000431260437512572,0.00684756320970712,0.000226567971138938,0.00275398627950916,0.0214124174471091,0.00277617936082913,0.0444654218690644,0.0131273950396411,0,0.00133371667531859,0.0225275347751117,0,0.001857059015037,0.0267037917912654,0.0141630991600063,0.0298719359027031,0.00568371048059669,0,0,0,0.0282777392999579,0.00464777651859378,0.0122772099145946
"23",0,0,0.00660789942119302,0.0138940215146466,0.00633908589150229,0.0138463173846194,0.0118706662609957,0.00162966704762608,0.0131010654881719,0.00625581824211594,0.089210299479491,0,0.00920601543881428,0.00187099214758567,0.00648366340659729,0.00638099854986524,0,0.00422906598683823,0,0.00745445970455177,0.00308328273729844,0.00533312011517268,0,0.00453370814401424,0
"24",0,-4.08170229641602e-19,0.00183997874122762,0.009348975909292,0,0.0103738142112987,0.00821734661549386,0,0,0.0119876536712969,0.0360508798025874,0.0336081897073091,0,0,0,0,0.002143671228918,-0.00570888166760235,0.00951202120001329,0.00199312156312896,0,0.00390242429764525,0.0166888774296643,0,0.00926644271755046
"25",0,0.00121063875144899,0,0.0153651726945118,-0.000941746685936535,0.00581988521124578,0.0101147028630717,0.0220370430439299,0.0123660377724532,0.0125918454132914,0.0030350604269731,0.0260163098583299,0,0.0123856580752574,0,0,-0.00448804058636109,0,0.00147424542026641,0.010543353422559,0.0148548639123237,0.00908751517525775,0,0.00479941400788996,0
